region,drug_name,drug_category,items_prescribed,cost,deprivation_score,shortage_incidents,pharmacy_density,year
Cannock Chase,Sertraline,Mental Health,326,4597.17,27,72,1.59,2023
East Staffordshire,Ibuprofen,General Medicine,507,1508.05,23,174,1.86,2024
Newcastle-under-Lyme,Gabapentin,General Medicine,253,1641.54,24,47,1.8,2024
Stoke-on-Trent,Sertraline,Mental Health,376,3070.23,14,163,1.84,2022
Stafford and Surroundings,Hydrocortisone,General Medicine,124,1941.27,29,151,1.92,2023
Newcastle-under-Lyme,Citalopram,Mental Health,106,2133.27,27,179,1.68,2024
Stoke-on-Trent,Doxycycline,Antibiotics,349,2792.17,11,209,1.58,2022
Stoke-on-Trent,Clopidogrel,Cardiovascular,231,1674.71,23,139,2.12,2024
Cannock Chase,Amlodipine,Cardiovascular,302,3910.94,20,73,2.48,2023
Stoke-on-Trent,Ramipril,Cardiovascular,56,1554.06,25,127,2.26,2022
East Staffordshire,Sertraline,Mental Health,497,3182.17,26,91,1.49,2024
Stoke-on-Trent,Warfarin,Cardiovascular,331,1650.7,23,215,1.38,2024
Cannock Chase,Losartan,Cardiovascular,511,1012.63,21,141,2.13,2023
Cannock Chase,Naproxen,General Medicine,213,883.01,22,96,2.19,2022
Stafford and Surroundings,Furosemide,Cardiovascular,70,2649.57,28,176,1.77,2023
Newcastle-under-Lyme,Losartan,Cardiovascular,578,980.74,22,56,2.49,2023
Stafford and Surroundings,Ibuprofen,General Medicine,340,551.6,25,97,2.07,2023
East Staffordshire,Pregabalin,General Medicine,410,3484.33,20,155,2.03,2024
Stafford and Surroundings,Codeine,General Medicine,152,4123.52,28,108,1.48,2024
Stoke-on-Trent,Azithromycin,Antibiotics,230,3041.15,10,51,1.24,2022
Cannock Chase,Atorvastatin,Cardiovascular,81,1981.01,26,198,2.35,2024
Stafford and Surroundings,Citalopram,Mental Health,267,4129.15,18,159,1.61,2022
East Staffordshire,Lansoprazole,General Medicine,559,2511.78,26,104,2.36,2024
Newcastle-under-Lyme,Hydrocortisone,General Medicine,413,335.1,28,112,2.41,2024
Stafford and Surroundings,Codeine,General Medicine,236,2087.79,12,194,2.13,2023
Stoke-on-Trent,Pregabalin,General Medicine,155,2253.38,16,58,1.95,2023
East Staffordshire,Metformin,General Medicine,409,831.83,27,157,1.62,2022
Newcastle-under-Lyme,Salbutamol,General Medicine,279,4599.05,18,214,2.23,2024
Cannock Chase,Amlodipine,Cardiovascular,58,2557.82,12,85,1.81,2024
Stafford and Surroundings,Insulin Glargine,General Medicine,447,3333.29,23,212,1.91,2023
Newcastle-under-Lyme,Insulin Glargine,General Medicine,589,1770.81,22,196,2.21,2023
Newcastle-under-Lyme,Fluoxetine,Mental Health,369,4791.34,29,82,2.01,2023
Newcastle-under-Lyme,Simvastatin,Cardiovascular,354,1138.26,12,144,1.91,2022
Stoke-on-Trent,Salbutamol,General Medicine,317,,15,110,2.36,2022
Stafford and Surroundings,Montelukast,General Medicine,520,1618.87,17,68,1.55,2023
Cannock Chase,Tramadol,General Medicine,191,,29,109,2.03,2024
Stafford and Surroundings,Pregabalin,General Medicine,574,4026.28,11,99,2.08,2022
Stafford and Surroundings,Hydrocortisone,General Medicine,229,3273.81,21,216,1.9,2023
Stafford and Surroundings,Amlodipine,Cardiovascular,459,134.65,26,98,1.28,2023
Stafford and Surroundings,Prednisolone,General Medicine,501,4054.76,27,210,1.97,2023
Stafford and Surroundings,Atorvastatin,Cardiovascular,100,3828.32,27,151,1.8,2024
Cannock Chase,Fluoxetine,Mental Health,75,159.04,25,53,1.98,2022
Cannock Chase,Simvastatin,Cardiovascular,506,3051.64,21,175,1.84,2023
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,211,,13,43,2.32,2024
Cannock Chase,Sertraline,Mental Health,221,3061.01,13,64,2.23,2024
Stoke-on-Trent,Doxycycline,Antibiotics,481,4233.03,12,163,2.16,2024
East Staffordshire,Quetiapine,Mental Health,237,2575.98,10,190,1.23,2023
Stoke-on-Trent,Losartan,Cardiovascular,419,2963.71,29,48,1.88,2024
Stafford and Surroundings,Fluoxetine,Mental Health,368,3059.33,17,132,2.11,2024
Stoke-on-Trent,Ramipril,Cardiovascular,420,2798.44,15,120,2.05,2024
Cannock Chase,Fluoxetine,Mental Health,55,294.81,19,95,1.76,2023
Stafford and Surroundings,Clopidogrel,Cardiovascular,500,532.96,25,81,1.61,2023
Cannock Chase,Bisoprolol,Cardiovascular,510,2116.38,15,114,1.44,2024
Stafford and Surroundings,Quetiapine,Mental Health,545,2686.72,20,128,1.43,2024
Cannock Chase,Metformin,General Medicine,548,4562.57,27,199,1.3,2022
Stafford and Surroundings,Amlodipine,Cardiovascular,216,2636.51,16,102,2.31,2024
Cannock Chase,Nitrofurantoin,Antibiotics,250,4872.93,16,43,1.64,2024
Cannock Chase,Losartan,Cardiovascular,209,877.84,26,129,1.45,2023
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,501,3257.38,19,131,2.42,2022
Newcastle-under-Lyme,Clopidogrel,Cardiovascular,446,899.52,25,148,2.32,2024
Stafford and Surroundings,Tramadol,General Medicine,259,3396.02,20,71,2.0,2023
Cannock Chase,Insulin Glargine,General Medicine,339,2709.66,15,120,2.27,2022
Stafford and Surroundings,Paracetamol,General Medicine,397,3344.1,27,83,1.91,2024
East Staffordshire,Cetirizine,General Medicine,580,4274.99,28,164,1.41,2024
Stafford and Surroundings,Warfarin,Cardiovascular,220,1558.28,10,208,1.34,2023
Stoke-on-Trent,Levothyroxine,General Medicine,415,,21,107,1.87,2023
East Staffordshire,Pregabalin,General Medicine,75,,11,142,2.09,2023
Stoke-on-Trent,Naproxen,General Medicine,184,4695.9,12,61,1.42,2023
Newcastle-under-Lyme,Amlodipine,Cardiovascular,170,2675.11,10,188,1.6,2022
Cannock Chase,Naproxen,General Medicine,370,605.93,12,135,1.7,2022
Newcastle-under-Lyme,Methotrexate,General Medicine,109,3978.31,22,70,1.3,2023
East Staffordshire,Aspirin,General Medicine,498,898.78,28,162,1.71,2022
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,543,3177.6,21,195,1.27,2022
East Staffordshire,Fluoxetine,Mental Health,152,547.35,26,77,2.14,2023
Stafford and Surroundings,Hydrocortisone,General Medicine,538,1214.46,22,202,1.7,2023
East Staffordshire,Aspirin,General Medicine,309,4743.13,18,182,1.34,2024
Cannock Chase,Prednisolone,General Medicine,211,1017.69,10,217,1.33,2023
Stoke-on-Trent,Clopidogrel,Cardiovascular,536,3733.82,17,160,1.83,2024
Stafford and Surroundings,Olanzapine,Mental Health,71,,19,107,2.09,2023
East Staffordshire,Citalopram,Mental Health,340,308.29,18,87,1.29,2024
Newcastle-under-Lyme,Azithromycin,Antibiotics,115,338.49,16,119,2.08,2023
Newcastle-under-Lyme,Ibuprofen,General Medicine,386,1452.74,17,126,1.39,2022
Cannock Chase,Diazepam,Mental Health,119,567.79,23,165,2.05,2024
East Staffordshire,Clopidogrel,Cardiovascular,470,2116.96,22,193,2.23,2022
Stoke-on-Trent,Methotrexate,General Medicine,377,709.42,29,50,1.96,2024
Stafford and Surroundings,Ramipril,Cardiovascular,581,4566.64,13,73,1.33,2022
East Staffordshire,Amlodipine,Cardiovascular,427,3090.19,13,205,1.43,2022
Stoke-on-Trent,Omeprazole,General Medicine,498,3582.52,11,200,1.8,2023
Newcastle-under-Lyme,Doxycycline,Antibiotics,399,1942.57,12,136,1.64,2022
Newcastle-under-Lyme,Codeine,General Medicine,236,107.18,13,149,1.56,2023
East Staffordshire,Ibuprofen,General Medicine,538,3931.56,11,117,2.42,2022
East Staffordshire,Levothyroxine,General Medicine,589,1740.25,24,175,1.55,2024
Stafford and Surroundings,Citalopram,Mental Health,309,637.92,17,203,2.29,2023
Stafford and Surroundings,Diazepam,Mental Health,170,1012.97,20,201,1.31,2024
East Staffordshire,Atorvastatin,Cardiovascular,147,1275.54,16,136,1.32,2022
Stafford and Surroundings,Ramipril,Cardiovascular,103,4423.47,17,191,1.61,2022
East Staffordshire,Olanzapine,Mental Health,500,4567.59,27,181,2.36,2024
Cannock Chase,Prednisolone,General Medicine,159,3801.03,20,80,2.01,2024
Newcastle-under-Lyme,Omeprazole,General Medicine,521,4526.02,24,122,1.63,2024
Stafford and Surroundings,Fluoxetine,Mental Health,262,979.63,15,197,2.02,2024
Cannock Chase,Naproxen,General Medicine,501,1564.96,14,122,2.1,2024
Stafford and Surroundings,Morphine Sulfate,General Medicine,221,2178.48,18,102,2.1,2022
East Staffordshire,Naproxen,General Medicine,276,4850.92,24,55,1.53,2022
Newcastle-under-Lyme,Gabapentin,General Medicine,579,1223.95,20,215,2.49,2023
East Staffordshire,Insulin Glargine,General Medicine,373,3433.24,14,158,1.76,2022
East Staffordshire,Codeine,General Medicine,474,1066.98,25,95,1.72,2024
Cannock Chase,Citalopram,Mental Health,150,3651.49,12,133,1.83,2023
East Staffordshire,Sertraline,Mental Health,331,2919.04,21,166,2.09,2022
East Staffordshire,Salbutamol,General Medicine,258,3224.15,16,112,1.28,2023
Newcastle-under-Lyme,Losartan,Cardiovascular,282,1016.73,18,209,1.61,2023
Stafford and Surroundings,Ibuprofen,General Medicine,295,4532.56,23,193,1.93,2024
Stoke-on-Trent,Doxycycline,Antibiotics,222,3432.14,11,189,2.2,2023
Stafford and Surroundings,Sertraline,Mental Health,597,4045.64,24,44,2.48,2024
Stafford and Surroundings,Lansoprazole,General Medicine,373,1016.06,24,51,2.32,2024
Stafford and Surroundings,Hydrocortisone,General Medicine,427,,18,83,1.74,2024
Stafford and Surroundings,Codeine,General Medicine,412,2772.77,11,134,2.34,2024
Stafford and Surroundings,Amoxicillin,Antibiotics,253,,29,115,1.24,2022
Stoke-on-Trent,Paracetamol,General Medicine,535,2036.6,25,58,2.41,2024
Stoke-on-Trent,Warfarin,Cardiovascular,247,4160.19,24,80,2.06,2022
Cannock Chase,Insulin Glargine,General Medicine,189,1938.23,24,177,2.48,2023
Stafford and Surroundings,Doxycycline,Antibiotics,212,3610.0,20,171,1.66,2022
Stafford and Surroundings,Ibuprofen,General Medicine,351,201.05,22,103,1.48,2024
Stoke-on-Trent,Aspirin,General Medicine,113,1170.39,21,146,2.1,2022
Newcastle-under-Lyme,Amlodipine,Cardiovascular,87,1406.65,13,106,1.29,2024
Stafford and Surroundings,Lansoprazole,General Medicine,557,3918.83,11,72,1.24,2022
Cannock Chase,Amoxicillin,Antibiotics,538,402.29,23,130,1.65,2022
Newcastle-under-Lyme,Atorvastatin,Cardiovascular,258,1199.69,20,197,2.42,2023
Newcastle-under-Lyme,Morphine Sulfate,General Medicine,321,1254.99,22,190,2.27,2023
Stoke-on-Trent,Bisoprolol,Cardiovascular,329,727.69,14,68,1.21,2023
Stafford and Surroundings,Metformin,General Medicine,309,935.53,28,172,1.24,2022
East Staffordshire,Ramipril,Cardiovascular,485,3302.82,29,174,1.52,2022
Newcastle-under-Lyme,Aspirin,General Medicine,475,452.32,27,205,2.0,2023
Cannock Chase,Doxycycline,Antibiotics,240,1312.97,16,48,1.65,2024
East Staffordshire,Clopidogrel,Cardiovascular,297,925.06,14,43,1.65,2023
East Staffordshire,Gabapentin,General Medicine,106,3112.38,25,150,1.75,2023
Stoke-on-Trent,Azithromycin,Antibiotics,225,2758.4,21,165,1.23,2024
East Staffordshire,Ramipril,Cardiovascular,318,3172.37,19,150,1.26,2023
Stafford and Surroundings,Bisoprolol,Cardiovascular,478,344.45,17,193,2.27,2024
Stoke-on-Trent,Methotrexate,General Medicine,113,406.99,21,114,1.33,2024
Cannock Chase,Cetirizine,General Medicine,333,1917.74,20,149,1.25,2023
Cannock Chase,Tramadol,General Medicine,271,2144.8,19,65,1.6,2022
Cannock Chase,Co-codamol,General Medicine,413,2405.73,24,181,1.27,2022
East Staffordshire,Amlodipine,Cardiovascular,351,3522.95,15,192,2.43,2022
Stoke-on-Trent,Insulin Glargine,General Medicine,235,3519.5,25,122,1.59,2023
Newcastle-under-Lyme,Fluoxetine,Mental Health,496,1220.66,23,94,2.21,2023
East Staffordshire,Quetiapine,Mental Health,139,830.35,15,206,2.28,2023
Newcastle-under-Lyme,Fluoxetine,Mental Health,231,1005.94,16,83,2.35,2022
East Staffordshire,Diazepam,Mental Health,132,1140.38,20,116,1.67,2023
Stoke-on-Trent,Paracetamol,General Medicine,291,3051.89,28,54,2.07,2022
Stafford and Surroundings,Atorvastatin,Cardiovascular,329,3516.31,23,67,1.59,2024
Stafford and Surroundings,Sertraline,Mental Health,343,4161.09,29,214,2.5,2024
East Staffordshire,Amoxicillin,Antibiotics,471,1253.86,28,80,1.78,2024
Stoke-on-Trent,Levothyroxine,General Medicine,525,2302.06,25,152,2.13,2022
Cannock Chase,Azithromycin,Antibiotics,442,155.4,21,95,1.6,2023
Newcastle-under-Lyme,Azithromycin,Antibiotics,159,2400.5,24,131,2.12,2022
Stafford and Surroundings,Amoxicillin,Antibiotics,543,2029.43,25,136,2.3,2023
East Staffordshire,Co-codamol,General Medicine,454,3845.12,25,77,1.74,2022
Stafford and Surroundings,Olanzapine,Mental Health,538,295.52,29,96,2.26,2022
Stafford and Surroundings,Paracetamol,General Medicine,442,4554.76,28,133,2.08,2022
Stoke-on-Trent,Quetiapine,Mental Health,587,3568.74,17,142,1.77,2023
Cannock Chase,Pregabalin,General Medicine,351,3650.87,24,131,1.86,2023
Cannock Chase,Simvastatin,Cardiovascular,267,734.71,29,164,1.53,2023
Cannock Chase,Furosemide,Cardiovascular,458,4792.85,26,78,2.31,2023
Newcastle-under-Lyme,Co-codamol,General Medicine,107,4325.22,21,122,1.95,2023
East Staffordshire,Fluoxetine,Mental Health,337,1848.34,29,141,2.09,2022
Cannock Chase,Warfarin,Cardiovascular,439,743.62,14,101,1.95,2022
Cannock Chase,Tramadol,General Medicine,126,3538.45,26,177,1.93,2023
Newcastle-under-Lyme,Citalopram,Mental Health,516,,24,110,1.38,2024
Cannock Chase,Lansoprazole,General Medicine,270,4336.55,26,58,2.05,2024
Newcastle-under-Lyme,Co-codamol,General Medicine,468,3097.94,21,173,1.79,2024
Cannock Chase,Insulin Glargine,General Medicine,473,3676.5,25,75,1.45,2024
Cannock Chase,Losartan,Cardiovascular,307,551.04,18,74,1.33,2024
Newcastle-under-Lyme,Montelukast,General Medicine,449,2347.58,27,181,1.74,2022
Stoke-on-Trent,Prednisolone,General Medicine,332,,23,190,2.24,2023
Newcastle-under-Lyme,Prednisolone,General Medicine,60,3779.66,12,76,1.51,2022
East Staffordshire,Morphine Sulfate,General Medicine,267,3576.84,22,165,1.69,2024
Stoke-on-Trent,Cetirizine,General Medicine,566,2092.87,26,176,1.96,2024
Newcastle-under-Lyme,Pregabalin,General Medicine,566,133.5,26,150,1.91,2024
Cannock Chase,Olanzapine,Mental Health,491,4604.45,27,145,1.21,2024
Cannock Chase,Pregabalin,General Medicine,527,472.86,15,81,2.17,2023
Cannock Chase,Clopidogrel,Cardiovascular,579,737.8,15,216,1.93,2022
Cannock Chase,Clopidogrel,Cardiovascular,309,1372.02,19,165,1.9,2024
Newcastle-under-Lyme,Sertraline,Mental Health,216,4788.83,23,195,1.65,2022
Cannock Chase,Clopidogrel,Cardiovascular,53,101.22,22,189,1.86,2024
Stafford and Surroundings,Levothyroxine,General Medicine,405,1321.43,15,118,1.6,2023
Cannock Chase,Diazepam,Mental Health,56,1952.19,17,145,2.21,2023
Stoke-on-Trent,Atorvastatin,Cardiovascular,438,134.92,23,105,2.29,2022
Stafford and Surroundings,Ramipril,Cardiovascular,95,2025.84,19,71,2.35,2023
Stafford and Surroundings,Codeine,General Medicine,114,4165.51,10,127,1.33,2024
Stafford and Surroundings,Levothyroxine,General Medicine,357,268.2,26,90,1.7,2023
East Staffordshire,Cetirizine,General Medicine,318,4362.08,24,42,2.35,2022
Newcastle-under-Lyme,Aspirin,General Medicine,142,941.44,22,101,2.07,2023
East Staffordshire,Ibuprofen,General Medicine,573,4234.99,16,153,1.46,2023
Stafford and Surroundings,Metformin,General Medicine,148,2467.91,12,102,2.46,2024
Cannock Chase,Morphine Sulfate,General Medicine,211,1587.33,23,136,1.91,2024
Cannock Chase,Furosemide,Cardiovascular,67,1718.45,10,164,2.39,2022
East Staffordshire,Aspirin,General Medicine,525,855.65,20,48,2.23,2024
Stafford and Surroundings,Quetiapine,Mental Health,86,3178.42,13,56,2.47,2022
Stoke-on-Trent,Fluoxetine,Mental Health,233,4995.96,11,197,1.51,2022
Newcastle-under-Lyme,Furosemide,Cardiovascular,117,3516.2,22,141,1.86,2022
Newcastle-under-Lyme,Citalopram,Mental Health,246,3675.09,14,70,1.33,2022
Stafford and Surroundings,Codeine,General Medicine,471,1437.52,23,108,1.44,2022
Stoke-on-Trent,Codeine,General Medicine,51,3185.02,18,59,1.96,2024
Stoke-on-Trent,Gabapentin,General Medicine,447,3166.17,25,176,1.88,2022
Stoke-on-Trent,Olanzapine,Mental Health,534,2759.77,11,57,2.49,2024
Stoke-on-Trent,Citalopram,Mental Health,337,3464.14,27,199,1.83,2022
East Staffordshire,Morphine Sulfate,General Medicine,258,2643.28,11,71,1.3,2022
Newcastle-under-Lyme,Amoxicillin,Antibiotics,281,222.28,22,108,2.46,2022
Stafford and Surroundings,Ramipril,Cardiovascular,465,3769.6,26,195,2.4,2023
East Staffordshire,Diazepam,Mental Health,62,2683.24,21,200,1.89,2023
Stoke-on-Trent,Salbutamol,General Medicine,307,531.89,23,169,2.27,2023
Stafford and Surroundings,Methotrexate,General Medicine,345,209.05,15,76,1.24,2024
Cannock Chase,Furosemide,Cardiovascular,557,570.58,29,94,1.61,2022
East Staffordshire,Bisoprolol,Cardiovascular,303,,10,98,2.42,2023
Newcastle-under-Lyme,Salbutamol,General Medicine,525,4171.98,19,149,1.54,2024
Stafford and Surroundings,Atorvastatin,Cardiovascular,279,3129.56,29,183,1.78,2024
Stoke-on-Trent,Paracetamol,General Medicine,255,799.4,20,71,2.46,2024
Cannock Chase,Codeine,General Medicine,550,3475.18,11,43,1.88,2023
Stoke-on-Trent,Azithromycin,Antibiotics,272,533.75,14,165,2.05,2023
East Staffordshire,Atorvastatin,Cardiovascular,141,3745.28,13,158,1.57,2022
East Staffordshire,Clopidogrel,Cardiovascular,421,2881.17,10,117,1.43,2024
East Staffordshire,Pregabalin,General Medicine,395,4078.82,23,120,2.32,2022
Stafford and Surroundings,Amoxicillin,Antibiotics,109,3792.87,22,111,2.34,2022
East Staffordshire,Metformin,General Medicine,559,597.14,13,171,2.27,2024
Newcastle-under-Lyme,Aspirin,General Medicine,117,4906.58,28,129,1.66,2024
Stoke-on-Trent,Olanzapine,Mental Health,293,3872.18,17,141,1.65,2023
Stafford and Surroundings,Ramipril,Cardiovascular,128,2834.67,14,117,1.23,2022
East Staffordshire,Ramipril,Cardiovascular,108,4533.26,28,42,2.44,2023
Stafford and Surroundings,Salbutamol,General Medicine,398,380.24,25,165,1.44,2024
Newcastle-under-Lyme,Lansoprazole,General Medicine,165,2891.35,17,146,1.71,2024
Newcastle-under-Lyme,Ibuprofen,General Medicine,560,2757.66,28,219,2.01,2022
Cannock Chase,Codeine,General Medicine,164,4033.73,19,180,1.29,2022
East Staffordshire,Diazepam,Mental Health,167,3411.96,16,54,2.38,2023
East Staffordshire,Paracetamol,General Medicine,374,3435.12,25,132,2.21,2023
East Staffordshire,Insulin Glargine,General Medicine,253,2983.85,17,213,2.29,2022
Cannock Chase,Citalopram,Mental Health,60,2643.34,15,42,1.62,2023
East Staffordshire,Salbutamol,General Medicine,468,2763.6,21,87,1.94,2022
Newcastle-under-Lyme,Naproxen,General Medicine,587,4941.78,24,154,1.98,2022
Stafford and Surroundings,Salbutamol,General Medicine,514,4115.39,13,163,1.44,2022
Cannock Chase,Furosemide,Cardiovascular,70,881.28,26,143,1.81,2024
Newcastle-under-Lyme,Citalopram,Mental Health,424,2406.38,27,206,1.43,2024
Stafford and Surroundings,Amlodipine,Cardiovascular,524,4022.42,25,214,2.08,2024
East Staffordshire,Nitrofurantoin,Antibiotics,143,3563.03,12,41,1.48,2022
Cannock Chase,Omeprazole,General Medicine,142,2190.58,16,83,1.93,2024
Stoke-on-Trent,Quetiapine,Mental Health,297,4835.24,27,142,1.89,2022
Cannock Chase,Citalopram,Mental Health,290,1282.45,16,88,1.35,2022
Cannock Chase,Salbutamol,General Medicine,548,,20,193,1.8,2023
Stafford and Surroundings,Montelukast,General Medicine,311,2140.41,11,131,1.53,2024
Stoke-on-Trent,Salbutamol,General Medicine,550,1754.16,16,42,1.31,2024
Stoke-on-Trent,Methotrexate,General Medicine,307,2829.36,13,188,2.09,2024
Stoke-on-Trent,Lansoprazole,General Medicine,405,1168.42,29,219,1.54,2022
Cannock Chase,Ramipril,Cardiovascular,438,2333.28,15,58,1.71,2024
Stafford and Surroundings,Cetirizine,General Medicine,350,245.46,19,90,2.36,2023
Cannock Chase,Losartan,Cardiovascular,394,4246.34,22,172,1.8,2023
Newcastle-under-Lyme,Co-codamol,General Medicine,421,2184.38,25,218,2.5,2024
Stoke-on-Trent,Montelukast,General Medicine,171,4165.51,26,178,1.65,2022
East Staffordshire,Ibuprofen,General Medicine,139,2278.52,13,101,1.47,2022
Newcastle-under-Lyme,Lansoprazole,General Medicine,470,2077.82,10,84,1.2,2023
Cannock Chase,Losartan,Cardiovascular,540,3549.06,13,78,1.24,2024
East Staffordshire,Salbutamol,General Medicine,321,153.88,14,179,1.65,2024
Cannock Chase,Metformin,General Medicine,330,2529.4,18,67,1.49,2022
Stoke-on-Trent,Tramadol,General Medicine,196,237.41,20,40,2.01,2022
East Staffordshire,Levothyroxine,General Medicine,108,3691.43,18,154,2.03,2024
